RequirementId;CaseId;DocumentId;PdfViewUrl;PdfOpenLinkSv;PdfOpenLinkEn;ProjectId;KravkallaTyp;Kravkategori;Kravsubkategori;KravtextCitat;TolkadKravtext;Kravniva;RattsligHanvisning;Tidsfrist;Kontrollfrekvens;SanktionEllerKonsekvens;UtlosandeVillkor;Avfallsslag;EWC;MaxMangdTon;MaxLagringstid;KopplingKonstruktion;KopplingLakvatten;KopplingKontrollprogram;KopplingRisk;Mallavsnitt;KommunBlankettFalt;BilagaSomStods;MinimikravJaNej;KommunspecifiktJaNej;StatusIAnmalan;Kommentar;Kodningssakerhet;Verifieringsstatus;VerifieradJaNej;VerifieradAv;VerifieradDatum;Feltyp;ValideringsKommentar
KRAV-AUTO-001941;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AF120000;cmm4yunpk00x8cuqwemlg5ckk;http://localhost:8787/api/admin/requirements/documents/cmm4yunpk00x8cuqwemlg5ckk/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunpk00x8cuqwemlg5ckk/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunpk00x8cuqwemlg5ckk/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Informationskrav;LagringsvolymTid;Maxmangd;mer än 10 ton men högst 30 000 ton och avfallet ska användas för byggnads- eller anläggningsändamål.;mer än 10 ton men högst 30 000 ton och avfallet ska användas för byggnads- eller anläggningsändamål.;SKA;;;;;Alltid;;212000;10;;Nej;Nej;Nej;Nej;4;Avfallsmangder och lagringstid;Avfallsforteckning;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-001942;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AF120000;cmm4yunpk00x8cuqwemlg5ckk;http://localhost:8787/api/admin/requirements/documents/cmm4yunpk00x8cuqwemlg5ckk/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunpk00x8cuqwemlg5ckk/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunpk00x8cuqwemlg5ckk/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Informationskrav;Riskhantering;Riskkontroll;11 § ska den som hanterar avfall se till att hanteringen inte skadar eller orsakar risk för skada på människors hälsa eller miljön.;11 § ska den som hanterar avfall se till att hanteringen inte skadar eller orsakar risk för skada på människors hälsa eller miljön.;SKA;;;;;Vid risk for incident;;212000;;;Nej;Nej;Ja;Ja;8;Riskhantering;Risk-PM;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-001943;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AF120000;cmm4yunpk00x8cuqwemlg5ckk;http://localhost:8787/api/admin/requirements/documents/cmm4yunpk00x8cuqwemlg5ckk/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunpk00x8cuqwemlg5ckk/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunpk00x8cuqwemlg5ckk/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Informationskrav;MiljopaverkanForsiktighet;Skyddsatgarder;Verksamheten gäller mellanlagring av trädgårdsavfall, material för anläggningsarbete, väggrus samt hästgödsel som ska användas i egna planteringar.;Verksamheten gäller mellanlagring av trädgårdsavfall, material för anläggningsarbete, väggrus samt hästgödsel som ska användas i egna planteringar.;SKA;;;;;Alltid;;212000;;;Nej;Nej;Nej;Nej;10;Miljopaverkan och forsiktighetsmatt;Miljo-PM;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-001944;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AF120000;cmm4yunph00x5cuqwtbxthcdi;http://localhost:8787/api/admin/requirements/documents/cmm4yunph00x5cuqwtbxthcdi/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunph00x5cuqwtbxthcdi/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunph00x5cuqwtbxthcdi/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Kompletteringskrav;DagvattenLakvatten;Uppsamling;Det lakvatten dvs vätska som inte runnit av från ytan på komposthögen, utan som har runnit igenom komposten och löst upp samt tagit med sig ämnen från trädgårdsavfallet anses vara väldigt liten mängd i förhållande till de resurser som krävs för att anlägga en rening.;Det lakvatten dvs vätska som inte runnit av från ytan på komposthögen, utan som har runnit igenom komposten och löst upp samt tagit med sig ämnen från trädgårdsavfallet anses vara väldigt liten mängd i förhållande till de resurser som krävs för att anlägga en rening.;SKA;;;;;Vid nederbord och avrinning;;188244;;;Nej;Ja;Ja;Nej;6;Lakvattenhantering;Flodesschema dagvatten-lakvatten;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-001945;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AF120000;cmm4yunph00x5cuqwtbxthcdi;http://localhost:8787/api/admin/requirements/documents/cmm4yunph00x5cuqwtbxthcdi/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunph00x5cuqwtbxthcdi/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunph00x5cuqwtbxthcdi/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Kompletteringskrav;DagvattenLakvatten;Uppsamling;• Om en lakvattenbehandling krävs föreslås uppsamlingsdiken vid sidorna om komposten som leds till en infiltrationsbädd med en provtagningsbrunn.;• Om en lakvattenbehandling krävs föreslås uppsamlingsdiken vid sidorna om komposten som leds till en infiltrationsbädd med en provtagningsbrunn.;SKA;;;;;Vid nederbord och avrinning;;188244;;;Nej;Ja;Ja;Nej;6;Lakvattenhantering;Flodesschema dagvatten-lakvatten;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-001946;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AF120000;cmm4yunph00x5cuqwtbxthcdi;http://localhost:8787/api/admin/requirements/documents/cmm4yunph00x5cuqwtbxthcdi/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunph00x5cuqwtbxthcdi/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunph00x5cuqwtbxthcdi/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Kompletteringskrav;LagringsvolymTid;Maxmangd;Den mängd trädgårdsavfall som samlas in och som ska komposteras varierar mellan 30-60 ton/år.;Den mängd trädgårdsavfall som samlas in och som ska komposteras varierar mellan 30-60 ton/år.;SKA;;;;;Alltid;;188244;60;;Nej;Nej;Nej;Nej;4;Avfallsmangder och lagringstid;Avfallsforteckning;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-001947;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1720000;cmm4yunpb00wzcuqw0xf5ut8v;http://localhost:8787/api/admin/requirements/documents/cmm4yunpb00wzcuqw0xf5ut8v/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunpb00wzcuqw0xf5ut8v/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunpb00wzcuqw0xf5ut8v/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Kompletteringskrav;DriftEgenkontroll;Journalforing;På tillsynsmyndighetens begäran ska verksamheten lämna förslag på kontrollprogram eller förbättrande åtgärder.;På tillsynsmyndighetens begäran ska verksamheten lämna förslag på kontrollprogram eller förbättrande åtgärder.;SKA;Miljobalken;;;;Lopande drift;;52 0140;;;Nej;Nej;Ja;Nej;7;Egenkontrollrutiner;Egenkontrollprogram;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;HIGH;AUTO;Nej;;;;
KRAV-AUTO-001948;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1720000;cmm4yunpb00wzcuqw0xf5ut8v;http://localhost:8787/api/admin/requirements/documents/cmm4yunpb00wzcuqw0xf5ut8v/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunpb00wzcuqw0xf5ut8v/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunpb00wzcuqw0xf5ut8v/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Kompletteringskrav;Riskhantering;Riskkontroll;Vid anläggningsarbetet ska risk för skred iakttas och vid behov förebyggas Beslutet fattas med stöd av 26 kapitlet 9 § miljöbalken och med hänvisning till 26 kapitlet 19, 21, 22 §§ samt 2 kapitlet 2 och 3 §§ miljöbalken.;Vid anläggningsarbetet ska risk för skred iakttas och vid behov förebyggas Beslutet fattas med stöd av 26 kapitlet 9 § miljöbalken och med hänvisning till 26 kapitlet 19, 21, 22 §§ samt 2 kapitlet 2 och 3 §§ miljöbalken.;SKA;Miljobalken;;;;Vid risk for incident;;52 0140;;;Nej;Nej;Ja;Ja;8;Riskhantering;Risk-PM;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;HIGH;AUTO;Nej;;;;
KRAV-AUTO-001949;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1720000;cmm4yunpb00wzcuqw0xf5ut8v;http://localhost:8787/api/admin/requirements/documents/cmm4yunpb00wzcuqw0xf5ut8v/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunpb00wzcuqw0xf5ut8v/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunpb00wzcuqw0xf5ut8v/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Kompletteringskrav;MiljopaverkanForsiktighet;Skyddsatgarder;Dokumenttyp Sida Beslut 1 (2) Datum Diarienummer 2025-10-29 M-2025-829- Postadress Besöksadress Telefon E-post Webb Tranås kommun Bygg- och miljöförvaltningen 573 82 Tranås Storgatan 52 0140-681 51 bm@tranas.se www.tranas.se Handläggare Mottagare Lars Gadd Telefon: 0140-68285 E-post: lars.gadd@tranas.se Tillväxtavdelningen, Tranås kommun Tom Johannesen Tom.johanneesen@tranas.se ÅSVALLEHULT 2:15 Godkännande av anmälan och utfärdande av försiktighetsmått gällande användande av avfall för anläggningsändamål Beslut Bygg- och miljönämnden i Tranås kommun godkänner anmälan och åtgärden kan påbörjas omedelbart.;Dokumenttyp Sida Beslut 1 (2) Datum Diarienummer 2025-10-29 M-2025-829- Postadress Besöksadress Telefon E-post Webb Tranås kommun Bygg- och miljöförvaltningen 573 82 Tranås Storgatan 52 0140-681 51 bm@tranas.se www.tranas.se Handläggare Mottagare Lars Gadd Telefon: 0140-68285 E-post: lars.gadd@tranas.se Tillväxtavdelni;BOR;Miljobalken;2025-10-29;;;Alltid;;52 0140;;;Nej;Nej;Nej;Nej;10;Miljopaverkan och forsiktighetsmatt;Miljo-PM;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;HIGH;AUTO;Nej;;;;
KRAV-AUTO-001950;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1720000;cmm4yunox00wkcuqw3pidkana;http://localhost:8787/api/admin/requirements/documents/cmm4yunox00wkcuqw3pidkana/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunox00wkcuqw3pidkana/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunox00wkcuqw3pidkana/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Beslutsvillkor;Ytkonstruktion;Tat yta;Du får inte använda det lagrade avfallet för att ytterligare fylla upp marken på fastigheten, utan allt avfall som kommer in till lagret ska transporteras bort för återvinning på annan plats.;Du får inte använda det lagrade avfallet för att ytterligare fylla upp marken på fastigheten, utan allt avfall som kommer in till lagret ska transporteras bort för återvinning på annan plats.;SKA;;;;Driftbegransning vid avvikelse;Vid mellanlagring av avfall;;52 0140;;;Ja;Nej;Nej;Nej;5;Teknisk beskrivning av platta;Teknisk ritning platta;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-001951;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1720000;cmm4yunox00wkcuqw3pidkana;http://localhost:8787/api/admin/requirements/documents/cmm4yunox00wkcuqw3pidkana/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunox00wkcuqw3pidkana/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunox00wkcuqw3pidkana/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Beslutsvillkor;DriftEgenkontroll;Journalforing;För att ha kontroll på vilka typer och mängder av avfall som transporteras in och ut från verksamheten ska du föra journal över detta.;För att ha kontroll på vilka typer och mängder av avfall som transporteras in och ut från verksamheten ska du föra journal över detta.;SKA;;;;;Lopande drift;;52 0140;;;Nej;Nej;Ja;Nej;7;Egenkontrollrutiner;Egenkontrollprogram;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-001952;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1720000;cmm4yunox00wkcuqw3pidkana;http://localhost:8787/api/admin/requirements/documents/cmm4yunox00wkcuqw3pidkana/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunox00wkcuqw3pidkana/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunox00wkcuqw3pidkana/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Beslutsvillkor;LagringsvolymTid;Maxmangd;Mängden avfall som du planerar att lagra ligger inom intervallet 10 ton till 30 000 ton och avfallet ska användas i byggnads- eller anläggningsändamål.;Mängden avfall som du planerar att lagra ligger inom intervallet 10 ton till 30 000 ton och avfallet ska användas i byggnads- eller anläggningsändamål.;SKA;;;;;Alltid;;52 0140;10;;Nej;Nej;Nej;Nej;4;Avfallsmangder och lagringstid;Avfallsforteckning;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-001953;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1730000;cmm4yunoj00w5cuqw91w6ft7m;http://localhost:8787/api/admin/requirements/documents/cmm4yunoj00w5cuqw91w6ft7m/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunoj00w5cuqw91w6ft7m/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunoj00w5cuqw91w6ft7m/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Kompletteringskrav;DriftEgenkontroll;Journalforing;På tillsynsmyndighetens begäran ska verksamheten lämna förslag på kontrollprogram eller förbättrande åtgärder.;På tillsynsmyndighetens begäran ska verksamheten lämna förslag på kontrollprogram eller förbättrande åtgärder.;SKA;Miljobalken;;;;Lopande drift;;52 0140;;;Nej;Nej;Ja;Nej;7;Egenkontrollrutiner;Egenkontrollprogram;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;HIGH;AUTO;Nej;;;;
KRAV-AUTO-001954;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1730000;cmm4yunoj00w5cuqw91w6ft7m;http://localhost:8787/api/admin/requirements/documents/cmm4yunoj00w5cuqw91w6ft7m/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunoj00w5cuqw91w6ft7m/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunoj00w5cuqw91w6ft7m/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Kompletteringskrav;Riskhantering;Riskkontroll;Vid anläggningsarbetet ska risk för skred iakttas och vid behov förebyggas Beslutet fattas med stöd av 26 kapitlet 9 § miljöbalken och med hänvisning till 26 kapitlet 19, 21, 22 §§ samt 2 kapitlet 2 och 3 §§ miljöbalken.;Vid anläggningsarbetet ska risk för skred iakttas och vid behov förebyggas Beslutet fattas med stöd av 26 kapitlet 9 § miljöbalken och med hänvisning till 26 kapitlet 19, 21, 22 §§ samt 2 kapitlet 2 och 3 §§ miljöbalken.;SKA;Miljobalken;;;;Vid risk for incident;;52 0140;;;Nej;Nej;Ja;Ja;8;Riskhantering;Risk-PM;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;HIGH;AUTO;Nej;;;;
KRAV-AUTO-001955;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1730000;cmm4yunoj00w5cuqw91w6ft7m;http://localhost:8787/api/admin/requirements/documents/cmm4yunoj00w5cuqw91w6ft7m/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunoj00w5cuqw91w6ft7m/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunoj00w5cuqw91w6ft7m/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Kompletteringskrav;MiljopaverkanForsiktighet;Skyddsatgarder;Dokumenttyp Sida Beslut 1 (2) Datum Diarienummer 2025-10-29 M-2025-829- Postadress Besöksadress Telefon E-post Webb Tranås kommun Bygg- och miljöförvaltningen 573 82 Tranås Storgatan 52 0140-681 51 bm@tranas.se www.tranas.se Handläggare Mottagare Lars Gadd Telefon: 0140-68285 E-post: lars.gadd@tranas.se Tillväxtavdelningen, Tranås kommun Tom Johannesen Tom.johanneesen@tranas.se ÅSVALLEHULT 2:15 Godkännande av anmälan och utfärdande av försiktighetsmått gällande användande av avfall för anläggningsändamål Beslut Bygg- och miljönämnden i Tranås kommun godkänner anmälan och åtgärden kan påbörjas omedelbart.;Dokumenttyp Sida Beslut 1 (2) Datum Diarienummer 2025-10-29 M-2025-829- Postadress Besöksadress Telefon E-post Webb Tranås kommun Bygg- och miljöförvaltningen 573 82 Tranås Storgatan 52 0140-681 51 bm@tranas.se www.tranas.se Handläggare Mottagare Lars Gadd Telefon: 0140-68285 E-post: lars.gadd@tranas.se Tillväxtavdelni;BOR;Miljobalken;2025-10-29;;;Alltid;;52 0140;;;Nej;Nej;Nej;Nej;10;Miljopaverkan och forsiktighetsmatt;Miljo-PM;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;HIGH;AUTO;Nej;;;;
KRAV-AUTO-001956;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1730000;cmm4yuno400vqcuqwjv9on2ry;http://localhost:8787/api/admin/requirements/documents/cmm4yuno400vqcuqwjv9on2ry/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuno400vqcuqwjv9on2ry/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuno400vqcuqwjv9on2ry/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Beslutsvillkor;Ytkonstruktion;Tat yta;Du får inte använda det lagrade avfallet för att ytterligare fylla upp marken på fastigheten, utan allt avfall som kommer in till lagret ska transporteras bort för återvinning på annan plats.;Du får inte använda det lagrade avfallet för att ytterligare fylla upp marken på fastigheten, utan allt avfall som kommer in till lagret ska transporteras bort för återvinning på annan plats.;SKA;;;;Driftbegransning vid avvikelse;Vid mellanlagring av avfall;;52 0140;;;Ja;Nej;Nej;Nej;5;Teknisk beskrivning av platta;Teknisk ritning platta;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-001957;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1730000;cmm4yuno400vqcuqwjv9on2ry;http://localhost:8787/api/admin/requirements/documents/cmm4yuno400vqcuqwjv9on2ry/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuno400vqcuqwjv9on2ry/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuno400vqcuqwjv9on2ry/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Beslutsvillkor;DriftEgenkontroll;Journalforing;För att ha kontroll på vilka typer och mängder av avfall som transporteras in och ut från verksamheten ska du föra journal över detta.;För att ha kontroll på vilka typer och mängder av avfall som transporteras in och ut från verksamheten ska du föra journal över detta.;SKA;;;;;Lopande drift;;52 0140;;;Nej;Nej;Ja;Nej;7;Egenkontrollrutiner;Egenkontrollprogram;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-001958;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1730000;cmm4yuno400vqcuqwjv9on2ry;http://localhost:8787/api/admin/requirements/documents/cmm4yuno400vqcuqwjv9on2ry/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuno400vqcuqwjv9on2ry/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuno400vqcuqwjv9on2ry/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Beslutsvillkor;LagringsvolymTid;Maxmangd;Mängden avfall som du planerar att lagra ligger inom intervallet 10 ton till 30 000 ton och avfallet ska användas i byggnads- eller anläggningsändamål.;Mängden avfall som du planerar att lagra ligger inom intervallet 10 ton till 30 000 ton och avfallet ska användas i byggnads- eller anläggningsändamål.;SKA;;;;;Alltid;;52 0140;10;;Nej;Nej;Nej;Nej;4;Avfallsmangder och lagringstid;Avfallsforteckning;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-001959;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1780000;cmm4yunnf00v2cuqwy7slxvjp;http://localhost:8787/api/admin/requirements/documents/cmm4yunnf00v2cuqwy7slxvjp/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunnf00v2cuqwy7slxvjp/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunnf00v2cuqwy7slxvjp/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Beslutsvillkor;DagvattenLakvatten;Uppsamling;I egenkontrollprogrammet ska rutiner för regelbunden kontroll av dagvattenhanteringens syfte och funktion finnas.;I egenkontrollprogrammet ska rutiner för regelbunden kontroll av dagvattenhanteringens syfte och funktion finnas.;SKA;FMH;;;;Vid nederbord och avrinning;;212000;;;Nej;Ja;Ja;Nej;6;Lakvattenhantering;Flodesschema dagvatten-lakvatten;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;HIGH;AUTO;Nej;;;;
KRAV-AUTO-001960;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1780000;cmm4yunnf00v2cuqwy7slxvjp;http://localhost:8787/api/admin/requirements/documents/cmm4yunnf00v2cuqwy7slxvjp/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunnf00v2cuqwy7slxvjp/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunnf00v2cuqwy7slxvjp/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Beslutsvillkor;MiljopaverkanForsiktighet;Skyddsatgarder;Hanteringen av matavfall skall ske inne i byggnaden och enbart när omlastningen pågar får ena sidan vara öppen.;Hanteringen av matavfall skall ske inne i byggnaden och enbart när omlastningen pågar får ena sidan vara öppen.;SKA;FMH;;;;Alltid;;212000;;;Nej;Nej;Nej;Nej;10;Miljopaverkan och forsiktighetsmatt;Miljo-PM;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;HIGH;AUTO;Nej;;;;
